,area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,city,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,division,zone
3708,1300.0,Apartment,Residential,0.0,3.0,8000000.0,Dhaka,Mirpur,0,1,1,0,3,0,4,Dhaka,Mirpur
3709,1200.0,Apartment,Residential,0.0,3.0,5200000.0,Chattogram,Bakalia,0,1,2,0,2,0,3,Chattogram,Sub-district of Chattogram
3710,1950.0,Apartment,Residential,0.0,3.0,13000000.0,Chattogram,Muradpur,0,0,0,0,1,0,3,Chattogram,Chattogram City
3711,875.0,Apartment,Residential,0.0,2.0,5250000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3712,850.0,Apartment,Residential,0.0,3.0,4000000.0,Chattogram,Sholokbahar,0,1,2,0,2,0,3,Chattogram,Chattogram City
3713,800.0,Apartment,Residential,0.0,2.0,3800000.0,Chattogram,Bakalia,0,1,2,0,2,0,3,Chattogram,Sub-district of Chattogram
3714,1350.0,Apartment,Residential,0.0,3.0,7500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3715,1350.0,Apartment,Residential,0.0,3.0,7500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3716,1350.0,Apartment,Residential,0.0,3.0,7500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3717,820.0,Apartment,Residential,0.0,2.0,6000000.0,Dhaka,Tejgaon,1,1,3,3,5,0,8,Dhaka,Tejgaon
3718,1300.0,Apartment,Residential,0.0,3.0,8500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3719,1300.0,Apartment,Residential,0.0,3.0,8500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3720,1200.0,Apartment,Residential,0.0,3.0,6500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3721,1450.0,Apartment,Residential,0.0,3.0,9000000.0,Dhaka,Bashundhara R-A,0,1,2,0,2,0,3,Dhaka,Bashundhara R/A
3722,1025.0,Apartment,Residential,0.0,3.0,5125000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3723,1300.0,Apartment,Residential,0.0,3.0,8450000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3724,1466.0,Apartment,Residential,0.0,3.0,11000000.0,Dhaka,Mohakhali,1,1,1,0,2,0,3,Dhaka,Mohakhali
3725,1250.0,Apartment,Residential,0.0,3.0,6875000.0,Dhaka,Kafrul,0,2,2,0,2,0,4,Dhaka,Mirpur
3726,1250.0,Apartment,Residential,0.0,3.0,6875000.0,Dhaka,Kafrul,0,2,2,0,2,0,4,Dhaka,Mirpur
3727,1250.0,Apartment,Residential,0.0,3.0,6875000.0,Dhaka,Kafrul,0,2,2,0,2,0,4,Dhaka,Mirpur
3728,1250.0,Apartment,Residential,0.0,3.0,6875000.0,Dhaka,Kafrul,0,2,2,0,2,0,4,Dhaka,Mirpur
3729,1385.0,Apartment,Residential,0.0,3.0,9000000.0,Dhaka,Kafrul,0,1,2,0,4,0,4,Dhaka,Mirpur
3730,1435.0,Apartment,Residential,0.0,3.0,7000000.0,Chattogram,15 No. Bagmoniram Ward,0,1,0,0,1,0,3,Chattogram,Chattogram City
3731,1180.0,Apartment,Residential,0.0,3.0,6490000.000000001,Dhaka,Mirpur,0,0,1,0,3,0,5,Dhaka,Mirpur
3732,1160.0,Apartment,Residential,0.0,3.0,6380000.0,Dhaka,Mirpur,0,0,1,0,3,0,5,Dhaka,Mirpur
3733,1160.0,Apartment,Residential,0.0,3.0,6380000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur
3734,1180.0,Apartment,Residential,0.0,3.0,6490000.000000001,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur
3735,980.0,Apartment,Residential,0.0,2.0,5000000.0,Chattogram,Halishahar,0,1,2,0,0,0,3,Chattogram,Chattogram City
3736,1575.0,Apartment,Residential,0.0,3.0,12500000.0,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3,Dhaka,Bashundhara R/A
3737,980.0,Apartment,Residential,0.0,2.0,5000000.0,Chattogram,Halishahar,0,1,2,0,0,0,3,Chattogram,Chattogram City
3738,980.0,Apartment,Residential,0.0,2.0,5000000.0,Chattogram,Halishahar,0,1,2,0,0,0,3,Chattogram,Chattogram City
3739,980.0,Apartment,Residential,0.0,2.0,5000000.0,Chattogram,Halishahar,0,1,2,0,0,0,3,Chattogram,Chattogram City
3740,1100.0,Apartment,Residential,0.0,2.0,5000000.0,Dhaka,Mirpur,0,0,2,0,5,0,3,Dhaka,Mirpur
3741,1545.0,Apartment,Residential,0.0,3.0,11500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3742,1240.0,Apartment,Residential,0.0,3.0,9500000.0,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3,Dhaka,Bashundhara R/A
3743,1545.0,Apartment,Residential,0.0,3.0,11500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3744,2250.0,Apartment,Residential,0.0,4.0,19000000.0,Dhaka,Bashundhara R-A,0,0,2,0,3,0,3,Dhaka,Bashundhara R/A
3745,2200.0,Apartment,Residential,0.0,3.0,19000000.0,Chattogram,15 No. Bagmoniram Ward,0,1,3,0,1,0,3,Chattogram,Chattogram City
3746,1350.0,Apartment,Residential,0.0,3.0,8370000.0,Dhaka,Mirpur,0,2,2,0,0,0,4,Dhaka,Mirpur
3747,1350.0,Apartment,Residential,0.0,3.0,8370000.0,Dhaka,Mirpur,0,2,2,0,0,0,4,Dhaka,Mirpur
3748,1545.0,Apartment,Residential,0.0,3.0,11500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3749,1475.0,Apartment,Residential,0.0,3.0,8113000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3750,1490.0,Apartment,Residential,0.0,3.0,10500000.0,Chattogram,Muradpur,0,2,2,0,4,0,3,Chattogram,Chattogram City
3751,1475.0,Apartment,Residential,0.0,3.0,9000000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3752,1350.0,Apartment,Residential,0.0,3.0,8370000.0,Dhaka,Mirpur,0,2,2,0,0,0,4,Dhaka,Mirpur
3753,1525.0,Apartment,Residential,0.0,3.0,8388000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3754,1475.0,Apartment,Residential,0.0,3.0,9500000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3755,1450.0,Apartment,Residential,0.0,3.0,9000000.0,Chattogram,Muradpur,0,1,2,0,3,0,4,Chattogram,Chattogram City
3756,1475.0,Apartment,Residential,0.0,3.0,8600000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3757,1525.0,Apartment,Residential,0.0,3.0,8388000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3758,1475.0,Apartment,Residential,0.0,3.0,8113000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3759,1545.0,Apartment,Residential,0.0,3.0,11500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3760,1475.0,Apartment,Residential,0.0,3.0,9000000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3761,1911.0,Apartment,Residential,0.0,3.0,21000000.0,Dhaka,Bashundhara R-A,0,1,2,1,4,0,3,Dhaka,Bashundhara R/A
3762,1215.0,Apartment,Residential,0.0,3.0,7600000.0,Dhaka,Turag,0,0,1,0,3,0,3,Dhaka,Turag
3763,2000.0,Apartment,Residential,0.0,3.0,18000000.0,Dhaka,Bashundhara R-A,0,2,2,0,5,0,4,Dhaka,Bashundhara R/A
3764,1040.0,Apartment,Residential,0.0,3.0,6500000.0,Dhaka,Banasree,0,0,1,0,1,0,4,Dhaka,Khilgaon
3765,1166.0,Apartment,Residential,0.0,3.0,7200000.0,Dhaka,Banasree,0,0,1,0,1,0,4,Dhaka,Khilgaon
3766,3600.0,Residential Plot,Residential,0.0,0.0,5800000.0,Dhaka,Savar,0,0,0,0,0,0,0,Dhaka,Savar
3767,375.0,Apartment,Residential,0.0,1.0,4500000.0,Dhaka,Bashundhara R-A,0,2,2,0,4,0,5,Dhaka,Bashundhara R/A
3768,2050.0,Apartment,Residential,0.0,3.0,17400000.0,Dhaka,Bashundhara R-A,0,1,2,1,4,0,3,Dhaka,Bashundhara R/A
3769,2200.0,Apartment,Residential,0.0,3.0,16000000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3770,2400.0,Apartment,Residential,0.0,3.0,24000000.0,Dhaka,Mirpur,0,2,2,0,1,0,4,Dhaka,Mirpur
3771,1050.0,Apartment,Residential,0.0,3.0,4620000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3772,9150.0,Building,Residential,0.0,23.0,32000000.0,Chattogram,Bayazid,0,1,0,0,0,0,2,Chattogram,Chattogram City
3773,1145.0,Apartment,Residential,0.0,3.0,5038000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3774,1050.0,Apartment,Residential,0.0,3.0,4620000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3775,1600.0,Apartment,Residential,0.0,4.0,7500000.0,Dhaka,Badda,0,0,3,0,4,0,3,Dhaka,Badda
3776,2050.0,Apartment,Residential,0.0,3.0,17400000.0,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3,Dhaka,Bashundhara R/A
3777,2100.0,Apartment,Residential,0.0,3.0,13600000.000000002,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3778,1310.0,Apartment,Residential,0.0,3.0,7859999.999999999,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3779,1225.0,Apartment,Residential,0.0,4.0,6500000.0,Dhaka,Mirpur,0,1,2,0,5,0,3,Dhaka,Mirpur
3780,1600.0,Apartment,Residential,0.0,3.0,7500000.0,Dhaka,Badda,0,0,3,0,4,0,3,Dhaka,Badda
3781,1550.0,Apartment,Residential,0.0,3.0,12000000.0,Dhaka,Mirpur,0,1,3,0,3,0,4,Dhaka,Mirpur
3782,650.0,Apartment,Residential,0.0,2.0,3600000.0,Dhaka,Mirpur,0,1,2,0,0,0,4,Dhaka,Mirpur
3783,1780.0,Apartment,Residential,0.0,3.0,8500000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3784,2436.0,Apartment,Residential,0.0,3.0,38000000.0,Dhaka,Banani,0,1,1,1,3,0,4,Dhaka,Banani
3785,650.0,Apartment,Residential,0.0,2.0,3700000.0,Dhaka,Mirpur,0,1,2,0,0,0,4,Dhaka,Mirpur
3786,1350.0,Apartment,Residential,0.0,3.0,5000000.0,Dhaka,Turag,0,0,1,0,0,0,3,Dhaka,Turag
3787,2670.0,Apartment,Residential,4.0,4.0,23000000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
3788,2670.0,Apartment,Residential,4.0,4.0,23000000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
3789,1200.0,Apartment,Residential,2.0,3.0,7500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3790,1000.0,Apartment,Residential,2.0,3.0,3500000.0,Dhaka,Mirpur,0,0,1,0,3,0,4,Dhaka,Mirpur
3791,800.0,Apartment,Residential,2.0,2.0,4445000.0,Dhaka,Ibrahimpur,0,0,3,0,1,0,4,Dhaka,Mirpur
3792,750.0,Apartment,Residential,2.0,2.0,3000000.0,Dhaka,Kafrul,0,1,2,0,3,0,4,Dhaka,Mirpur
3793,925.0,Apartment,Residential,2.0,3.0,4440000.0,Dhaka,Mirpur,0,0,3,0,5,0,3,Dhaka,Mirpur
3794,925.0,Apartment,Residential,2.0,3.0,4440000.0,Dhaka,Mirpur,0,0,3,0,5,0,3,Dhaka,Mirpur
3795,1872.0,Apartment,Residential,3.0,3.0,15900000.0,Dhaka,Mirpur,0,2,2,0,5,0,3,Dhaka,Mirpur
3796,900.0,Apartment,Residential,2.0,2.0,11500000.0,Dhaka,Uttara,0,1,2,0,5,0,3,Dhaka,Uttara
3797,800.0,Apartment,Residential,2.0,2.0,4445000.0,Dhaka,Ibrahimpur,0,0,3,0,1,0,4,Dhaka,Mirpur
3798,800.0,Apartment,Residential,2.0,2.0,4445000.0,Dhaka,Ibrahimpur,0,0,3,0,1,0,4,Dhaka,Mirpur
3799,10800.0,Residential Plot,Residential,0.0,0.0,165000000.0,Dhaka,Badda,0,0,0,0,0,0,0,Dhaka,Badda
3800,1800.0,Apartment,Residential,3.0,3.0,8800000.0,Chattogram,Lal Khan Bazaar,0,1,2,0,1,0,3,Chattogram,Chattogram City
3801,1500.0,Apartment,Residential,3.0,3.0,8500000.0,Dhaka,Mirpur,0,0,2,0,3,0,4,Dhaka,Mirpur
3802,1600.0,Apartment,Residential,3.0,4.0,7400000.0,Dhaka,Mirpur,0,0,2,0,2,0,3,Dhaka,Mirpur
3803,1300.0,Apartment,Residential,3.0,3.0,7500000.0,Chattogram,Lal Khan Bazaar,0,2,2,0,0,0,4,Chattogram,Chattogram City
3804,950.0,Apartment,Residential,2.0,2.0,4370000.0,Dhaka,Mirpur,0,2,2,0,4,0,4,Dhaka,Mirpur
3805,1000.0,Apartment,Residential,2.0,2.0,4800000.0,Dhaka,Mirpur,0,2,2,0,4,0,4,Dhaka,Mirpur
3806,700.0,Apartment,Residential,2.0,2.0,2500000.0,Dhaka,Mirpur,0,0,2,0,1,0,3,Dhaka,Mirpur
3807,1500.0,Apartment,Residential,3.0,3.0,8000000.0,Dhaka,Kafrul,0,1,2,0,0,0,4,Dhaka,Mirpur
3808,1450.0,Apartment,Residential,3.0,3.0,9500000.0,Dhaka,Bashundhara R-A,0,1,1,0,2,0,3,Dhaka,Bashundhara R/A
3809,700.0,Apartment,Residential,2.0,2.0,2800000.0,Dhaka,Mirpur,0,0,2,0,1,0,3,Dhaka,Mirpur
3810,1050.0,Apartment,Residential,3.0,3.0,3750000.0,Dhaka,Mirpur,0,0,2,0,5,0,3,Dhaka,Mirpur
3811,1070.0,Apartment,Residential,2.0,3.0,4815000.0,Dhaka,Mirpur,0,0,2,0,5,0,3,Dhaka,Mirpur
3812,1225.0,Apartment,Residential,2.0,3.0,5513000.0,Dhaka,Mirpur,0,0,2,0,5,0,3,Dhaka,Mirpur
3813,2150.0,Apartment,Residential,3.0,3.0,19500000.0,Dhaka,Bashundhara R-A,0,0,0,0,2,0,3,Dhaka,Bashundhara R/A
3814,1050.0,Apartment,Residential,3.0,3.0,3750000.0,Dhaka,Mirpur,0,0,2,0,4,0,3,Dhaka,Mirpur
3815,1800.0,Residential Plot,Residential,0.0,0.0,6300000.0,Narayanganj City,Shiddhirganj,0,0,0,0,0,0,0,Dhaka,Sub-district of Narayanganj
3816,1375.0,Apartment,Residential,3.0,3.0,8250000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3817,1070.0,Apartment,Residential,2.0,3.0,4815000.0,Dhaka,Mirpur,0,0,2,0,5,0,3,Dhaka,Mirpur
3818,1550.0,Apartment,Residential,3.0,3.0,12000000.0,Dhaka,Bashundhara R-A,0,1,1,0,2,0,3,Dhaka,Bashundhara R/A
3819,1550.0,Apartment,Residential,3.0,3.0,12000000.0,Dhaka,Bashundhara R-A,0,1,1,0,2,0,3,Dhaka,Bashundhara R/A
3820,1550.0,Apartment,Residential,3.0,3.0,12000000.0,Dhaka,Bashundhara R-A,0,1,1,0,2,0,3,Dhaka,Bashundhara R/A
3821,1200.0,Apartment,Residential,2.0,3.0,4000000.0,Chattogram,Halishahar,0,1,2,0,2,0,3,Chattogram,Chattogram City
3822,1800.0,Apartment,Residential,3.0,4.0,6500000.0,Dhaka,Mohammadpur,0,2,0,0,3,0,3,Dhaka,Mohammadpur
3823,1200.0,Apartment,Residential,2.0,3.0,4000000.0,Chattogram,Halishahar,0,1,2,0,2,0,3,Chattogram,Chattogram City
3824,1200.0,Apartment,Residential,3.0,3.0,4500000.0,Chattogram,Bayazid,0,0,0,0,0,0,0,Chattogram,Chattogram City
3825,1400.0,Apartment,Residential,3.0,3.0,6300000.0,Dhaka,Mirpur,0,0,2,0,4,0,3,Dhaka,Mirpur
3826,600.0,Apartment,Residential,1.0,2.0,2000000.0,Dhaka,Mirpur,0,0,2,0,3,0,3,Dhaka,Mirpur
3827,1200.0,Apartment,Residential,3.0,3.0,5400000.0,Dhaka,Mirpur,0,0,2,0,4,0,3,Dhaka,Mirpur
3828,1000.0,Apartment,Residential,2.0,2.0,4500000.0,Dhaka,Mirpur,0,0,2,0,4,0,3,Dhaka,Mirpur
3829,1580.0,Apartment,Residential,3.0,3.0,7900000.0,Chattogram,33 No. Firingee Bazaar Ward,0,2,0,1,1,0,3,Chattogram,Chattogram City
3830,1680.0,Apartment,Residential,3.0,3.0,8400000.0,Chattogram,33 No. Firingee Bazaar Ward,0,2,0,1,1,0,3,Chattogram,Chattogram City
3831,1680.0,Apartment,Residential,3.0,3.0,8400000.0,Chattogram,33 No. Firingee Bazaar Ward,0,2,0,1,1,0,3,Chattogram,Chattogram City
3832,1580.0,Apartment,Residential,3.0,3.0,7900000.0,Chattogram,33 No. Firingee Bazaar Ward,0,2,0,1,1,0,3,Chattogram,Chattogram City
3833,1050.0,Apartment,Residential,3.0,3.0,5250000.0,Chattogram,33 No. Firingee Bazaar Ward,0,2,0,1,1,0,3,Chattogram,Chattogram City
3834,1800.0,Apartment,Residential,4.0,3.0,15400000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,4,Dhaka,Bashundhara R/A
3835,1400.0,Apartment,Residential,3.0,3.0,7280000.0,Chattogram,30 No. East Madarbari Ward,0,1,2,0,1,0,3,Chattogram,Chattogram City
3836,1150.0,Apartment,Residential,3.0,3.0,5750000.0,Chattogram,33 No. Firingee Bazaar Ward,0,2,0,1,1,0,3,Chattogram,Chattogram City
3837,1250.0,Apartment,Residential,3.0,3.0,5250000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
3838,1368.0,Residential Plot,Residential,0.0,0.0,11000000.0,Dhaka,Mirpur,0,0,0,0,0,0,0,Dhaka,Mirpur
3839,1390.0,Apartment,Residential,3.0,3.0,6950000.0,Dhaka,Mirpur,0,2,2,0,4,0,4,Dhaka,Mirpur
3840,3100.0,Building,Residential,7.0,17.0,10500000.0,Dhaka,Savar,0,0,0,0,0,0,2,Dhaka,Savar
3841,2200.0,Apartment,Residential,0.0,4.0,17500000.0,Dhaka,Mirpur,0,2,3,0,2,0,3,Dhaka,Mirpur
3842,3600.0,Residential Plot,Residential,0.0,0.0,6000000.0,Dhaka,Savar,0,0,0,0,0,0,0,Dhaka,Savar
3843,6480.0,Residential Plot,Residential,0.0,0.0,28800000.0,Dhaka,Uttar Khan,0,0,0,0,0,0,0,Dhaka,Dakshin Khan
3844,800.0,Apartment,Residential,0.0,2.0,3800000.0,Chattogram,Bakalia,0,1,2,0,2,0,3,Chattogram,Sub-district of Chattogram
3845,1250.0,Apartment,Residential,0.0,3.0,6875000.0,Dhaka,Kafrul,0,2,2,0,2,0,4,Dhaka,Mirpur
3846,2880.0,Residential Plot,Residential,0.0,0.0,28000000.0,Dhaka,Bashundhara R-A,0,0,0,0,0,0,0,Dhaka,Bashundhara R/A
3847,1188.0,Apartment,Residential,0.0,3.0,6534000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3848,1260.0,Apartment,Residential,0.0,3.0,7559999.999999999,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3849,1300.0,Apartment,Residential,0.0,3.0,8500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3850,1300.0,Apartment,Residential,0.0,3.0,8500000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3851,1574.0,Apartment,Residential,0.0,3.0,9444000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3852,1162.0,Apartment,Residential,0.0,3.0,6972000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3853,1162.0,Apartment,Residential,0.0,3.0,6972000.0,Chattogram,Khulshi,0,1,2,0,2,0,3,Chattogram,Chattogram City
3854,2061.0,Apartment,Residential,4.0,4.0,14500000.0,Chattogram,9 No. North Pahartali Ward,0,1,2,0,2,0,4,Chattogram,Chattogram City
3855,1050.0,Apartment,Residential,2.0,3.0,5500000.0,Dhaka,Mirpur,0,0,0,0,2,0,3,Dhaka,Mirpur
3856,850.0,Apartment,Residential,2.0,2.0,3700000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
3857,1580.0,Apartment,Residential,3.0,3.0,8500000.0,Chattogram,Lal Khan Bazaar,0,1,2,0,1,0,4,Chattogram,Chattogram City
3858,1300.0,Apartment,Residential,3.0,3.0,5200000.0,Dhaka,Adabor,0,0,2,0,2,0,4,Dhaka,Mohammadpur
3859,650.0,Apartment,Residential,2.0,2.0,4225000.0,Dhaka,Mirpur,0,0,2,0,0,0,3,Dhaka,Mirpur
3860,1050.0,Apartment,Residential,3.0,3.0,6000000.0,Dhaka,Mirpur,0,0,0,0,2,0,3,Dhaka,Mirpur
3861,1370.0,Apartment,Residential,3.0,3.0,6500000.0,Dhaka,Mirpur,0,1,2,0,5,0,3,Dhaka,Mirpur
3862,1200.0,Apartment,Residential,2.0,3.0,6500000.0,Dhaka,Joar Sahara,0,2,2,0,4,0,4,Dhaka,Khilkhet
3863,2500.0,Apartment,Residential,0.0,4.0,12000000.0,Chattogram,East Nasirabad,0,2,2,3,2,0,3,Chattogram,Chattogram City
3864,1238.0,Apartment,Residential,3.0,3.0,6500000.0,Dhaka,Joar Sahara,0,2,2,0,4,0,4,Dhaka,Khilkhet
3865,1350.0,Apartment,Residential,0.0,3.0,5670000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3866,1673.0,Apartment,Residential,0.0,3.0,11500000.0,Dhaka,Mirpur,0,0,2,0,3,0,3,Dhaka,Mirpur
3867,1000.0,Apartment,Residential,0.0,3.0,5000000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
3868,1870.0,Apartment,Residential,0.0,3.0,22000000.0,Dhaka,Uttara,0,2,1,0,1,0,3,Dhaka,Uttara
3869,1350.0,Apartment,Residential,0.0,3.0,5670000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
3870,1400.0,Apartment,Residential,0.0,3.0,7800000.0,Chattogram,Lal Khan Bazaar,0,1,2,1,2,0,3,Chattogram,Chattogram City
3871,1165.0,Apartment,Residential,0.0,3.0,7500000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
3872,1165.0,Apartment,Residential,0.0,3.0,7000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
3873,4320.0,Residential Plot,Residential,0.0,0.0,90000000.0,Dhaka,Tejgaon,0,0,0,0,0,0,0,Dhaka,Tejgaon
3874,1100.0,Apartment,Residential,0.0,3.0,6000000.0,Dhaka,Mirpur,0,1,1,0,3,0,4,Dhaka,Mirpur
3875,1205.0,Apartment,Residential,0.0,3.0,7000000.0,Dhaka,Mirpur,0,2,3,1,4,0,4,Dhaka,Mirpur
3876,1553.0,Apartment,Residential,0.0,3.0,14000000.0,Dhaka,Mirpur,0,2,3,0,4,0,3,Dhaka,Mirpur
3877,2300.0,Apartment,Residential,0.0,4.0,15000000.0,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3,Dhaka,Bashundhara R/A
3878,1750.0,Apartment,Residential,0.0,4.0,9800000.0,Dhaka,Kafrul,0,1,2,0,3,0,4,Dhaka,Mirpur
3879,1200.0,Apartment,Residential,0.0,3.0,6000000.0,Dhaka,Mirpur,0,1,2,0,5,0,4,Dhaka,Mirpur
3880,1137.0,Apartment,Residential,0.0,3.0,5000000.0,Chattogram,Bayazid,0,0,1,0,0,0,3,Chattogram,Chattogram City
3881,1550.0,Apartment,Residential,0.0,3.0,14000000.0,Dhaka,Uttara,0,2,2,0,3,0,4,Dhaka,Uttara
3882,2160.0,Residential Plot,Residential,0.0,0.0,24000000.0,Dhaka,Uttara,0,0,0,0,0,0,0,Dhaka,Uttara
3883,2160.0,Residential Plot,Residential,0.0,0.0,12000000.0,Chattogram,Bayazid,0,0,0,0,0,0,0,Chattogram,Chattogram City
3884,1050.0,Apartment,Residential,0.0,2.0,6500000.0,Dhaka,Tejgaon,0,2,2,0,2,0,4,Dhaka,Tejgaon
3885,1160.0,Apartment,Residential,0.0,3.0,6032000.0,Dhaka,Mirpur,0,0,1,0,3,0,4,Dhaka,Mirpur
3886,1750.0,Apartment,Residential,0.0,3.0,12300000.0,Dhaka,Uttara,0,2,3,0,3,0,4,Dhaka,Uttara
3887,1300.0,Apartment,Residential,0.0,3.0,5000000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3888,1660.0,Apartment,Residential,0.0,3.0,13300000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
3889,950.0,Apartment,Residential,0.0,3.0,5500000.0,Dhaka,Badda,0,1,2,1,4,0,3,Dhaka,Badda
3890,1575.0,Apartment,Residential,0.0,3.0,7086000.0,Chattogram,Kotwali,0,0,0,0,2,0,3,Chattogram,Old Dhaka
3891,1180.0,Apartment,Residential,0.0,3.0,6136000.0,Dhaka,Mirpur,0,0,1,0,3,0,4,Dhaka,Mirpur
3892,1890.0,Apartment,Residential,0.0,3.0,18000000.0,Dhaka,Bashundhara R-A,0,2,1,0,3,0,3,Dhaka,Bashundhara R/A
3893,1900.0,Apartment,Residential,0.0,3.0,22800000.0,Dhaka,Dhanmondi,0,1,1,0,5,0,3,Dhaka,Dhanmondi
3894,1300.0,Apartment,Residential,0.0,3.0,5000000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3895,1300.0,Apartment,Residential,0.0,3.0,11000000.0,Dhaka,Uttara,0,2,2,1,4,0,3,Dhaka,Uttara
3896,1575.0,Apartment,Residential,0.0,3.0,7088000.0,Chattogram,Kotwali,0,0,0,0,2,0,3,Chattogram,Old Dhaka
3897,2065.0,Apartment,Residential,0.0,3.0,9292000.0,Chattogram,Kotwali,0,0,0,0,2,0,3,Chattogram,Old Dhaka
3898,1300.0,Apartment,Residential,0.0,3.0,5000000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3899,1300.0,Apartment,Residential,0.0,3.0,5000000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
3900,1775.0,Apartment,Residential,0.0,3.0,7988000.0,Chattogram,Kotwali,0,0,0,0,2,0,3,Chattogram,Old Dhaka
3901,2300.0,Apartment,Residential,0.0,4.0,15000000.0,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3,Dhaka,Bashundhara R/A
3902,2300.0,Apartment,Residential,0.0,4.0,17500000.0,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3,Dhaka,Bashundhara R/A
